City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Rain,Snow
Port Macquarie,AU,-31.43,152.92,43.0,98,6,9.17,clear sky,0.0,0
Sayyan,YE,15.17,44.32,72.1,35,88,5.17,overcast clouds,0.0,0
Pozo Colorado,PY,-23.49,-58.8,68.95,39,0,4.81,clear sky,0.0,0
Jalu,LY,29.03,21.55,89.65,16,0,7.0,clear sky,0.0,0
Sakakah,SA,29.97,40.21,102.2,10,0,6.93,clear sky,0.0,0
Itarema,BR,-2.92,-39.92,83.19,71,75,15.32,light rain,0.19,0
Cartagena,CO,10.4,-75.51,87.8,70,75,9.17,broken clouds,0.0,0
Mount Gambier,AU,-37.83,140.77,48.2,100,75,8.05,broken clouds,0.0,0
Ibra,OM,22.69,58.53,83.28,68,33,8.37,scattered clouds,0.0,0
Camapua,BR,-19.53,-54.04,77.02,40,26,4.18,scattered clouds,0.0,0
Avera,US,33.19,-82.53,93.2,41,40,5.82,scattered clouds,0.0,0
Belmonte,BR,-15.86,-38.88,78.8,74,40,12.75,scattered clouds,0.0,0
Aswan,EG,24.09,32.91,93.87,10,0,10.38,clear sky,0.0,0
Kangaatsiaq,GL,68.31,-53.46,42.17,85,36,15.97,scattered clouds,0.0,0
Upernavik,GL,72.79,-56.15,38.39,85,18,10.85,few clouds,0.0,0
La Ronge,CA,55.1,-105.28,71.6,60,20,8.05,few clouds,0.0,0
Bastrop,US,32.76,-91.87,87.01,70,1,3.36,clear sky,0.0,0
Basco,PH,20.45,121.97,84.27,80,50,10.8,scattered clouds,0.0,0
Novyye Burasy,RU,52.13,46.07,69.93,67,59,3.44,broken clouds,0.0,0
Dunedin,NZ,-45.87,170.5,46.0,86,100,13.29,overcast clouds,0.0,0
Faya,SA,18.39,42.45,75.2,53,40,11.41,scattered clouds,0.0,0
Nardaran,AZ,40.56,50.01,75.2,60,0,6.93,clear sky,0.0,0
Murakami,JP,38.23,139.48,65.7,86,100,4.83,light rain,0.27,0
Batsfjord,NO,70.63,29.72,50.0,71,79,6.93,broken clouds,0.0,0
Damghan,IR,36.17,54.35,77.47,43,0,8.95,clear sky,0.0,0
Puerto Escondido,MX,15.85,-97.07,84.2,62,75,6.93,broken clouds,0.0,0
La Union,PE,-5.4,-80.75,78.19,47,62,10.85,broken clouds,0.0,0
Mandalgovi,MN,45.76,106.27,64.6,54,52,1.88,light rain,0.83,0
San Antonio,US,29.42,-98.49,90.0,48,1,4.7,clear sky,0.0,0
Palana,RU,59.12,159.97,42.46,85,16,7.02,few clouds,0.0,0
Conceicao Do Araguaia,BR,-8.26,-49.26,93.2,38,3,4.7,clear sky,0.0,0
Cidreira,BR,-30.18,-50.21,54.19,59,0,9.17,clear sky,0.0,0
Vilyuysk,RU,63.76,121.62,52.12,86,100,6.24,overcast clouds,0.0,0
Leh,IN,34.17,77.58,59.25,37,41,6.64,scattered clouds,0.0,0
Mangrol,IN,21.12,70.12,85.71,79,98,16.35,moderate rain,1.15,0
Chokurdakh,RU,70.63,147.92,38.41,87,100,16.8,overcast clouds,0.0,0
Presidencia Roque Saenz Pena,AR,-26.79,-60.44,65.19,37,0,9.78,clear sky,0.0,0
Antofagasta,CL,-23.65,-70.4,62.6,63,20,10.29,few clouds,0.0,0
Dingle,PH,11.0,122.67,77.59,87,93,2.57,light rain,0.73,0
Tual,ID,-5.67,132.75,80.02,81,18,24.11,few clouds,0.0,0
Guerrero Negro,MX,27.98,-114.06,81.16,41,0,10.0,clear sky,0.0,0
Port Moresby,PG,-9.44,147.18,75.2,83,20,17.22,few clouds,0.0,0
Lompoc,US,34.64,-120.46,68.0,77,0,4.7,clear sky,0.0,0
Egvekinot,RU,66.32,-179.17,43.11,76,33,2.26,scattered clouds,0.0,0
Nagato,JP,34.38,131.2,70.0,94,75,3.36,light rain,0.0,0
Pleszew,PL,51.9,17.79,73.99,48,49,6.73,scattered clouds,0.0,0
Constitucion,CL,-35.33,-72.42,55.2,93,100,6.85,light rain,0.66,0
Norman,US,35.22,-97.44,93.0,52,1,4.5,clear sky,0.0,0
Bestobe,KZ,52.5,73.1,67.1,79,98,15.5,overcast clouds,0.0,0
Owando,CG,-0.48,15.9,75.96,84,100,2.8,overcast clouds,0.0,0
Vardenis,AM,40.18,45.73,54.18,77,75,7.49,broken clouds,0.0,0
Isangel,VU,-19.55,169.27,57.2,93,20,4.7,few clouds,0.0,0
Shache,CN,38.42,77.24,85.59,15,88,10.6,overcast clouds,0.0,0
Cravo Norte,CO,6.3,-70.2,82.2,82,100,8.68,moderate rain,3.5,0
Laguna,US,38.42,-121.42,75.0,49,1,4.7,clear sky,0.0,0
Nome,US,64.5,-165.41,45.0,100,90,3.36,mist,0.0,0
Santa Maria,BR,-29.68,-53.81,54.7,57,0,2.48,clear sky,0.0,0
Mineiros,BR,-17.57,-52.55,79.41,41,1,2.17,clear sky,0.0,0
Beringovskiy,RU,63.05,179.32,43.52,88,93,11.99,overcast clouds,0.0,0
Cabra,ES,37.47,-4.44,95.0,14,0,6.93,clear sky,0.0,0
Tynda,RU,55.17,124.72,53.02,91,65,2.48,broken clouds,0.0,0
Ambon,ID,-3.7,128.18,78.55,83,54,12.8,light rain,0.3,0
Bethel,US,41.37,-73.41,84.2,62,75,3.36,broken clouds,0.0,0
Dalnerechensk,RU,45.93,133.72,59.0,93,0,5.41,clear sky,0.0,0
Aykhal,RU,66.0,111.5,48.38,80,36,7.05,scattered clouds,0.0,0
Shimoda,JP,34.67,138.95,63.0,95,100,16.02,heavy intensity rain,9.45,0
Taoudenni,ML,22.68,-3.98,115.2,5,0,6.17,clear sky,0.0,0
Dauriya,RU,49.93,116.87,64.42,57,53,3.47,broken clouds,0.0,0
Lokoja,NG,7.8,6.74,79.16,85,86,7.29,light rain,0.5,0
Neiafu,TO,-18.65,-173.98,73.4,73,20,9.17,few clouds,0.0,0
Hamilton,US,39.18,-84.53,93.0,43,40,5.82,scattered clouds,0.0,0
Husavik,IS,66.04,-17.34,60.8,41,19,18.34,few clouds,0.0,0
Nouadhibou,MR,20.93,-17.03,71.6,83,14,18.34,few clouds,0.0,0
San Quintin,MX,30.48,-115.95,74.28,59,0,12.5,clear sky,0.0,0
Armenis,RO,45.2,22.32,69.37,79,39,1.3,light rain,0.69,0
Luis Correia,BR,-2.88,-41.67,87.12,58,58,11.12,broken clouds,0.0,0
Beisfjord,NO,68.38,17.6,55.4,58,100,12.75,overcast clouds,0.0,0
Zhuhai,CN,22.28,113.57,84.2,89,40,11.41,scattered clouds,0.0,0
Kahului,US,20.89,-156.47,80.6,69,40,10.29,scattered clouds,0.0,0
Dubti,ET,11.74,41.09,99.32,19,26,19.01,scattered clouds,0.0,0
Makakilo City,US,21.35,-158.09,80.6,61,1,6.93,clear sky,0.0,0
Biltine,TD,14.53,20.92,95.95,23,3,6.42,clear sky,0.0,0
Conde,BR,-7.26,-34.91,78.8,83,75,2.24,broken clouds,0.0,0
Kinablangan,PH,7.69,126.55,77.63,79,54,4.29,broken clouds,0.0,0
Jibuti,DJ,11.5,42.5,100.4,37,1,4.7,haze,0.0,0
Tara,RU,56.89,74.37,61.14,78,64,7.43,broken clouds,0.0,0
Airai,TL,-8.93,125.41,57.36,100,72,3.96,broken clouds,0.0,0
Yar-Sale,RU,66.83,70.83,54.64,94,38,3.74,scattered clouds,0.0,0
Macamic,CA,48.75,-79.0,77.0,47,40,10.29,scattered clouds,0.0,0
Rock Sound,BS,24.9,-76.2,84.67,65,98,5.37,overcast clouds,0.0,0
Mar Del Plata,AR,-38.0,-57.56,54.0,81,90,10.29,overcast clouds,0.0,0
Gwanda,ZW,-20.93,29.0,59.22,37,0,5.93,clear sky,0.0,0
Akhalgori,GE,42.13,44.48,78.8,47,44,6.93,scattered clouds,0.0,0
Mayumba,GA,-3.43,10.66,74.41,84,86,7.76,overcast clouds,0.0,0
Akyab,MM,20.15,92.9,82.76,85,100,15.03,moderate rain,3.39,0
Chuy,UY,-33.7,-53.46,54.1,67,14,9.82,few clouds,0.0,0
Mbini,GQ,1.57,9.61,78.8,94,40,4.7,scattered clouds,0.0,0
Okhotsk,RU,59.38,143.3,49.46,87,78,8.61,broken clouds,0.0,0
Kolondieba,ML,11.09,-6.89,91.89,45,50,0.98,scattered clouds,0.0,0
Karaman,TR,37.08,33.25,72.86,30,42,1.34,scattered clouds,0.0,0
Evensk,RU,61.95,159.23,49.28,68,100,4.36,overcast clouds,0.0,0
Ambilobe,MG,-13.2,49.05,70.12,78,26,2.44,scattered clouds,0.0,0
Hasaki,JP,35.73,140.83,68.0,100,75,9.17,mist,0.0,0
Tabuk,PH,17.42,121.44,74.77,86,12,2.77,few clouds,0.0,0
Semirom,IR,31.42,51.57,66.49,25,0,5.86,clear sky,0.0,0
Vila Franca Do Campo,PT,37.72,-25.43,71.6,73,40,9.17,scattered clouds,0.0,0
Kodiak,US,57.79,-152.41,60.8,72,20,5.82,few clouds,0.0,0
Detroit,US,42.33,-83.05,91.4,46,75,6.93,broken clouds,0.0,0
Yaan,NG,7.38,8.57,77.76,90,94,8.12,light rain,0.39,0
Saint George,US,37.1,-113.58,93.99,19,1,4.7,clear sky,0.0,0
Mayo,US,38.89,-76.51,93.0,52,1,3.36,clear sky,0.0,0
Pangnirtung,CA,66.15,-65.71,46.4,75,20,13.87,few clouds,0.0,0
Sao Filipe,CV,14.9,-24.5,75.56,81,47,9.82,scattered clouds,0.0,0
Imeni Poliny Osipenko,RU,52.42,136.49,58.87,92,100,5.19,overcast clouds,0.0,0
Cherskiy,RU,68.75,161.3,46.18,93,100,8.75,light rain,0.6,0
Nyurba,RU,63.28,118.33,51.67,82,66,7.02,broken clouds,0.0,0
Te Anau,NZ,-45.42,167.72,41.86,92,100,2.44,moderate rain,2.67,0
General Roca,AR,-39.03,-67.58,42.8,93,75,6.93,broken clouds,0.0,0
Danilovka,RU,50.36,44.12,73.53,77,57,2.06,light rain,0.37,0
Bathsheba,BB,13.22,-59.52,86.0,70,40,20.8,scattered clouds,0.0,0
Garowe,SO,8.41,48.48,84.96,40,9,21.52,clear sky,0.0,0
Sao Pedro,BR,-22.55,-47.91,67.64,48,0,3.49,clear sky,0.0,0
Peniche,PT,39.36,-9.38,70.0,70,0,15.99,clear sky,0.0,0
Mahebourg,MU,-20.41,57.7,71.6,64,75,10.29,broken clouds,0.0,0
Brwinow,PL,52.14,20.72,72.0,68,20,5.82,few clouds,0.0,0
Grevena,GR,40.08,21.43,82.0,64,47,1.01,scattered clouds,0.0,0
Dabou,CI,5.33,-4.38,80.6,83,75,11.41,broken clouds,0.0,0
Tabou,CI,4.42,-7.35,76.73,83,82,11.7,broken clouds,0.0,0
Ourem,PT,39.64,-8.59,77.0,60,0,14.34,clear sky,0.0,0
Pachino,IT,36.72,15.09,81.0,80,0,10.71,clear sky,0.0,0
Seoul,KR,37.57,126.98,68.0,94,1,3.38,light rain,0.25,0
Norman Wells,CA,65.28,-126.83,53.6,76,75,8.05,broken clouds,0.0,0
Vanavara,RU,60.34,102.28,62.26,68,2,6.53,clear sky,0.0,0
Iquique,CL,-20.22,-70.14,64.4,63,40,6.93,scattered clouds,0.0,0
Bonavista,CA,48.65,-53.11,48.0,84,98,3.0,overcast clouds,0.0,0
Zhoucheng,CN,35.91,116.31,69.19,83,97,5.93,overcast clouds,0.0,0
Necochea,AR,-38.55,-58.74,51.01,77,100,3.0,overcast clouds,0.0,0
Ancud,CL,-41.87,-73.82,48.99,87,75,5.82,broken clouds,0.0,0
Asau,RO,46.43,26.4,64.99,94,81,4.94,light rain,0.7,0
Tulskiy,RU,44.51,40.18,76.14,64,40,7.07,scattered clouds,0.0,0
Porto Velho,BR,-8.76,-63.9,80.6,83,75,1.12,broken clouds,0.0,0
Paracatu,BR,-17.22,-46.87,81.48,41,27,3.0,scattered clouds,0.0,0
Providencia,MX,28.72,-111.58,98.01,43,0,1.01,clear sky,0.0,0
Semey,KZ,50.41,80.23,67.8,48,66,7.81,broken clouds,0.0,0
Zabid,YE,14.2,43.32,91.09,48,88,16.4,overcast clouds,0.0,0
Hauterive,FR,46.09,3.45,71.6,43,18,11.41,few clouds,0.0,0
Hualmay,PE,-11.1,-77.61,66.51,63,25,8.81,scattered clouds,0.0,0
Ponta Delgada,PT,37.73,-25.67,71.6,73,40,9.17,scattered clouds,0.0,0
Odienne,CI,9.51,-7.57,83.08,69,79,3.56,moderate rain,1.33,0
Havre-Saint-Pierre,CA,50.23,-63.6,60.8,77,75,8.05,broken clouds,0.0,0
Rio Gallegos,AR,-51.62,-69.22,30.2,100,90,4.7,light intensity drizzle,0.0,0
Zaysan,KZ,47.47,84.87,62.91,54,12,5.59,few clouds,0.0,0
Pevek,RU,69.7,170.31,48.4,62,24,20.36,few clouds,0.0,0
Raga,SS,8.46,25.68,74.05,87,23,4.05,light rain,0.13,0
Novovorontsovka,UA,47.5,33.92,83.64,51,29,8.12,scattered clouds,0.0,0
Longyearbyen,SJ,78.22,15.64,44.6,75,75,1.12,broken clouds,0.0,0
Abu Zabad,SD,12.35,29.25,86.95,43,4,6.26,clear sky,0.0,0
Victoria,HK,22.29,114.16,84.0,79,100,5.99,moderate rain,1.67,0
Tiarei,PF,-17.53,-149.33,80.6,74,20,3.36,few clouds,0.0,0
Wilkie,CA,52.42,-108.7,70.0,67,1,7.0,clear sky,0.0,0
Souillac,MU,-20.52,57.52,71.6,64,75,10.29,broken clouds,0.0,0
Rajauri,IN,33.38,74.3,84.24,29,1,7.31,clear sky,0.0,0
Nanortalik,GL,60.14,-45.24,47.91,60,26,9.28,scattered clouds,0.0,0
San Cristobal,VE,7.77,-72.22,89.6,46,40,20.8,scattered clouds,0.0,0
Tixpehual,MX,20.98,-89.52,91.99,62,75,3.0,broken clouds,0.0,0
Zhigansk,RU,66.77,123.37,47.53,64,45,21.83,scattered clouds,0.0,0
Ishigaki,JP,24.34,124.16,83.43,84,97,13.91,overcast clouds,0.0,0
Lufkin,US,31.34,-94.73,91.99,66,40,6.93,scattered clouds,0.0,0
Khorinsk,RU,52.17,109.77,63.5,57,2,1.66,clear sky,0.0,0
Sobolevo,RU,54.43,31.9,65.16,95,99,4.36,moderate rain,1.04,0
Hobyo,SO,5.35,48.53,78.73,71,50,31.47,scattered clouds,0.0,0
Oussouye,SN,12.48,-16.55,91.4,79,75,6.93,broken clouds,0.0,0
Beyneu,KZ,45.32,55.2,83.12,15,0,4.21,clear sky,0.0,0
Yulara,AU,-25.24,130.99,51.8,50,90,9.17,overcast clouds,0.0,0
Maceio,BR,-9.67,-35.74,82.4,54,20,10.29,few clouds,0.0,0
Bokajan,IN,26.02,93.78,77.27,91,100,2.82,overcast clouds,0.0,0
Half Moon Bay,US,37.46,-122.43,68.0,59,5,8.05,clear sky,0.0,0
Sorong,ID,-0.88,131.25,78.94,81,72,9.26,light rain,0.34,0
Yabrud,SY,33.97,36.66,89.6,18,0,10.29,clear sky,0.0,0
Luwuk,ID,-0.95,122.79,75.2,80,100,4.7,light rain,0.36,0
Pemangkat,ID,1.17,108.97,79.68,82,70,3.15,broken clouds,0.0,0
Aranos,NA,-24.13,19.12,56.25,34,0,9.62,clear sky,0.0,0
Sijunjung,ID,-0.69,100.95,72.5,91,100,0.89,moderate rain,1.12,0
Eureka,US,40.8,-124.16,63.0,18,69,8.1,broken clouds,0.0,0
Bandarban,BD,22.2,92.23,82.4,94,90,11.41,overcast clouds,0.0,0
Copala,MX,16.65,-98.98,86.79,59,88,6.69,overcast clouds,0.0,0
Flin Flon,CA,54.77,-101.86,77.0,47,40,12.75,scattered clouds,0.0,0
Taltal,CL,-25.4,-70.48,64.47,59,27,4.56,scattered clouds,0.0,0
Kungurtug,RU,50.6,97.52,50.58,87,78,1.54,broken clouds,0.0,0
Gidam,IN,18.98,81.4,76.46,93,100,2.15,heavy intensity rain,6.67,0
Sangar,RU,63.92,127.47,51.84,81,97,5.06,overcast clouds,0.0,0
Apollonia,GR,36.97,24.72,80.6,69,0,4.7,clear sky,0.0,0
Askarovo,RU,53.34,58.51,64.4,55,40,8.95,scattered clouds,0.0,0
Rosetta,EG,31.4,30.42,78.8,78,20,9.17,few clouds,0.0,0
Cabedelo,BR,-6.98,-34.83,78.8,83,75,2.24,broken clouds,0.0,0
Ewa Beach,US,21.32,-158.01,80.6,61,1,6.93,clear sky,0.0,0
Grindavik,IS,63.84,-22.43,51.8,62,40,25.28,scattered clouds,0.0,0
Illapel,CL,-31.63,-71.17,65.34,45,0,4.74,clear sky,0.0,0
Prince Rupert,CA,54.32,-130.32,57.2,76,90,4.7,overcast clouds,0.0,0
Salalah,OM,17.02,54.09,82.4,94,75,6.93,haze,0.0,0
Mchinji,MW,-13.8,32.88,58.87,54,29,6.02,scattered clouds,0.0,0
Sinnamary,GF,5.38,-52.95,83.59,74,23,9.57,light rain,0.17,0
Maridi,SS,4.92,29.47,69.48,92,90,3.04,overcast clouds,0.0,0
Veraval,IN,20.9,70.37,85.98,79,100,18.23,light rain,0.8,0
Collie,AU,-33.37,116.15,53.01,55,88,8.25,overcast clouds,0.0,0
Umea,SE,63.83,20.26,55.4,71,68,11.41,broken clouds,0.0,0
Lasa,IT,46.62,10.7,60.8,59,75,5.82,broken clouds,0.0,0
Lakatoro,VU,-16.1,167.42,75.2,78,90,9.17,overcast clouds,0.0,0
Schoneiche,DE,52.47,13.68,73.0,46,44,6.93,scattered clouds,0.0,0
Nioro,GM,13.35,-15.75,93.9,44,45,3.6,scattered clouds,0.0,0
Nizhniy Baskunchak,RU,48.22,46.83,84.94,18,0,7.02,clear sky,0.0,0
Klaksvik,FO,62.23,-6.59,48.2,70,1,12.75,clear sky,0.0,0
Kysyl-Syr,RU,63.9,122.76,51.93,89,98,5.86,overcast clouds,0.0,0
Namibe,AO,-15.2,12.15,69.84,76,0,2.75,clear sky,0.0,0
Portland,US,45.52,-122.68,64.99,63,90,3.36,overcast clouds,0.0,0
Innisfail,AU,-17.53,146.03,66.13,86,43,7.4,light rain,0.12,0
San Patricio,MX,19.22,-104.7,87.8,70,75,23.04,haze,0.0,0
Tsivilsk,RU,55.86,47.47,69.8,83,20,6.71,few clouds,0.0,0
Margate,GB,51.38,1.39,64.99,62,83,4.0,broken clouds,0.0,0
Maltahohe,NA,-24.83,16.98,55.69,35,0,8.66,clear sky,0.0,0
Shingu,JP,33.73,135.98,74.32,94,100,15.52,moderate rain,1.27,0
Anadyr,RU,64.75,177.48,48.2,61,99,15.66,overcast clouds,0.0,0
Czluchow,PL,53.67,17.36,66.0,64,19,5.01,few clouds,0.0,0
Meulaboh,ID,4.14,96.13,80.29,81,96,2.91,overcast clouds,0.0,0
Hangu,CN,39.25,117.79,71.6,83,73,2.24,broken clouds,0.0,0
Nsawam,GH,5.81,-0.35,80.6,78,40,21.92,scattered clouds,0.0,0
Illertissen,DE,48.22,10.1,70.0,45,40,3.36,scattered clouds,0.0,0
Zhanaozen,KZ,43.3,52.8,80.92,15,0,9.48,clear sky,0.0,0
Makushino,RU,55.21,67.24,53.65,88,67,7.47,broken clouds,0.0,0
Katsuura,JP,35.13,140.3,73.4,100,75,9.17,light intensity shower rain,0.0,0
Naze,JP,28.37,129.48,80.6,100,90,11.41,overcast clouds,0.0,0
Shalinskoye,RU,55.72,93.76,64.76,91,97,4.94,light rain,0.48,0
Izhmorskiy,RU,56.19,86.64,62.76,94,13,4.25,few clouds,0.0,0
Emerald,AU,-23.53,148.17,57.2,67,40,6.93,scattered clouds,0.0,0
Bandundu,CD,-3.32,17.37,87.06,39,46,1.39,scattered clouds,0.0,0
Bansang,GM,13.43,-14.65,84.2,74,20,4.7,few clouds,0.0,0
Cuamba,MZ,-14.8,36.54,63.95,73,44,6.58,scattered clouds,0.0,0
Flinders,AU,-34.58,150.86,54.0,62,59,4.0,broken clouds,0.0,0
Yining,CN,29.04,114.56,76.32,91,83,0.67,light rain,0.31,0
Port Hardy,CA,50.7,-127.42,57.2,76,20,5.82,few clouds,0.0,0
Praia,CV,14.92,-23.51,84.2,62,20,14.99,few clouds,0.0,0
Mendi,PG,-6.18,143.65,55.27,100,97,1.54,light rain,0.74,0
Bahce,TR,37.2,36.58,89.6,29,0,8.05,clear sky,0.0,0
Ise,JP,34.48,136.7,73.4,94,75,12.75,shower rain,0.0,0
Muros,ES,42.78,-9.06,70.0,57,4,8.99,clear sky,0.0,0
Altamira,BR,-3.2,-52.21,89.6,62,40,4.7,scattered clouds,0.0,0
Huarmey,PE,-10.07,-78.15,67.68,63,45,9.31,scattered clouds,0.0,0
Gigmoto,PH,13.78,124.39,80.69,80,97,4.59,light rain,0.45,0
Doka,SD,13.52,35.77,83.46,55,29,8.79,light rain,0.13,0
Grottammare,IT,42.99,13.86,73.99,81,52,0.67,light rain,0.12,0
Boddam,GB,57.47,-1.78,55.4,87,90,8.05,light rain,0.0,0
Padang,ID,-0.95,100.35,78.42,83,100,5.82,moderate rain,2.44,0
Sikeston,US,36.88,-89.59,89.6,62,40,3.36,scattered clouds,0.0,0
Ahipara,NZ,-35.17,173.17,47.55,78,1,3.98,clear sky,0.0,0
Hami,CN,42.8,93.45,86.56,14,3,16.37,clear sky,0.0,0
Port-Gentil,GA,-0.72,8.78,77.0,88,90,11.41,overcast clouds,0.0,0
Nchelenge,ZM,-9.35,28.73,69.87,45,0,6.96,clear sky,0.0,0
Curup,ID,-3.47,102.53,68.99,93,31,4.12,scattered clouds,0.0,0
Sartana,UA,47.17,37.7,87.01,100,0,7.0,clear sky,0.0,0
Bubaque,GW,11.28,-15.83,81.48,79,22,10.78,few clouds,0.0,0
Priyutnoye,RU,46.1,43.51,84.0,20,0,11.01,clear sky,0.0,0
Mazamari,PE,-11.33,-74.53,90.18,38,31,2.08,scattered clouds,0.0,0
Panjakent,TJ,39.5,67.61,71.6,30,55,16.11,broken clouds,0.0,0
Shubarshi,KZ,48.59,57.19,74.35,60,49,4.56,scattered clouds,0.0,0
Linhares,BR,-19.39,-40.07,80.46,65,33,3.36,light rain,0.58,0
Kidal,ML,18.44,1.41,103.12,6,0,15.19,clear sky,0.0,0
Epe,NG,6.58,3.98,78.1,86,94,8.95,light rain,0.16,0
Sistranda,NO,63.73,8.83,48.2,87,75,3.36,light intensity shower rain,0.0,0
Soubre,CI,5.79,-6.61,78.4,85,65,3.49,light rain,0.45,0
Pimentel,PE,-6.84,-79.93,71.6,60,16,14.99,few clouds,0.0,0
Oskaloosa,US,41.3,-92.64,87.8,55,1,10.29,clear sky,0.0,0
Merauke,ID,-8.47,140.33,76.01,79,99,14.38,overcast clouds,0.0,0
Pasighat,IN,28.07,95.33,78.62,87,90,3.0,moderate rain,3.43,0
Arawa,PG,-6.21,155.54,76.46,81,38,3.74,light rain,0.16,0
Tateyama,JP,34.98,139.87,73.4,100,75,9.17,light intensity shower rain,0.0,0
Blytheville,US,35.93,-89.92,91.4,52,20,6.93,few clouds,0.0,0
Washim,IN,20.1,77.15,81.63,77,91,4.54,moderate rain,3.87,0
Semme,FR,46.2,1.5,71.01,52,92,8.05,overcast clouds,0.0,0
Amparafaravola,MG,-17.58,48.22,55.33,94,72,2.39,broken clouds,0.0,0
Iisalmi,FI,63.56,27.19,62.6,48,80,12.75,broken clouds,0.0,0
Vanimo,PG,-2.67,141.3,77.61,85,25,4.18,scattered clouds,0.0,0
Lakhimpur,IN,27.95,80.77,90.88,58,20,10.92,few clouds,0.0,0
Rio Claro,BR,-22.41,-47.56,67.78,48,0,2.89,clear sky,0.0,0
Mlonggo,ID,-6.53,110.7,77.31,83,35,7.27,scattered clouds,0.0,0
Talcahuano,CL,-36.72,-73.12,55.4,87,75,8.05,broken clouds,0.0,0
Kaitangata,NZ,-46.28,169.85,46.0,71,100,3.0,overcast clouds,0.0,0
Tawau,MY,4.25,117.89,75.2,100,20,2.24,few clouds,0.0,0
Turkistan,KZ,43.0,68.0,69.87,25,0,13.87,clear sky,0.0,0
Lamu,KE,-2.27,40.9,77.18,76,85,17.52,overcast clouds,0.0,0
Kununurra,AU,-15.77,128.73,82.4,45,90,14.99,overcast clouds,0.0,0
Teixoso,PT,40.31,-7.46,75.99,49,0,5.99,clear sky,0.0,0
Oltu,TR,40.55,42.0,62.65,76,81,1.74,light rain,0.26,0
Galeana,MX,24.83,-100.07,79.0,36,4,3.0,clear sky,0.0,0
Sorland,NO,67.67,12.69,51.8,66,81,6.93,broken clouds,0.0,0
Ust-Ishim,RU,57.69,71.17,56.75,81,47,5.23,scattered clouds,0.0,0
Leshukonskoye,RU,64.9,45.76,63.9,68,48,4.18,scattered clouds,0.0,0
Zhukovo,RU,55.03,36.74,66.2,93,100,2.24,overcast clouds,0.0,0
Invermere,CA,50.52,-116.04,68.25,36,2,7.58,clear sky,0.0,0
Kiama,AU,-34.68,150.87,54.0,75,62,13.02,broken clouds,0.0,0
Nabire,ID,-3.37,135.48,75.85,87,100,3.94,light rain,0.31,0
Apac,UG,1.98,32.54,68.27,86,39,3.18,light rain,0.16,0
Porto Santo,PT,33.07,-16.34,69.8,68,40,18.34,scattered clouds,0.0,0
Sechura,PE,-5.56,-80.82,72.95,58,68,9.6,broken clouds,0.0,0
Port Augusta,AU,-32.5,137.77,48.2,93,90,6.93,overcast clouds,0.0,0
Grand Gaube,MU,-20.01,57.66,73.0,58,42,10.0,scattered clouds,0.0,0
Chitradurga,IN,14.23,76.4,71.26,84,100,20.2,overcast clouds,0.0,0
Kudahuvadhoo,MV,2.67,72.89,84.63,68,100,5.48,overcast clouds,0.0,0
Malatya,TR,38.5,38.0,75.2,41,54,4.7,broken clouds,0.0,0
Paamiut,GL,61.99,-49.67,42.75,80,0,5.53,clear sky,0.0,0
Plettenberg Bay,ZA,-34.05,23.37,55.11,77,10,0.76,clear sky,0.0,0
Haines Junction,CA,60.75,-137.51,68.38,27,86,2.15,overcast clouds,0.0,0
Celmira,PA,8.54,-82.8,86.0,70,40,6.93,scattered clouds,0.0,0
Bodrum,TR,37.04,27.43,78.8,74,0,4.7,clear sky,0.0,0
Savannah Bight,HN,16.45,-85.85,82.83,79,78,12.35,broken clouds,0.0,0
Coquimbo,CL,-29.95,-71.34,57.2,82,0,11.41,fog,0.0,0
Hurghada,EG,27.26,33.81,96.8,14,0,4.7,clear sky,0.0,0
Yarmouth,US,41.71,-70.23,73.4,78,90,12.75,overcast clouds,0.0,0
Vestmanna,FO,62.16,-7.17,48.2,70,52,12.75,broken clouds,0.0,0
Esperance,AU,-33.87,121.9,50.0,93,0,9.17,clear sky,0.0,0
Thomaston,US,32.89,-84.33,93.0,52,40,5.82,scattered clouds,0.0,0
Baruun-Urt,MN,46.68,113.28,62.4,74,33,5.1,scattered clouds,0.0,0
Fallon,US,39.47,-118.78,82.0,18,1,5.82,clear sky,0.0,0
Kenora,CA,49.82,-94.43,86.0,58,75,12.75,broken clouds,0.0,0
Pokhara,NP,28.23,83.98,74.01,79,95,1.63,light rain,0.4,0
Marrakesh,MA,31.63,-8.01,100.4,21,20,9.17,few clouds,0.0,0
Azzano Decimo,IT,45.88,12.71,78.8,57,40,5.82,scattered clouds,0.0,0
Gamba,GA,-2.65,10.0,74.48,85,87,8.23,overcast clouds,0.0,0
Angoche,MZ,-16.23,39.91,71.02,79,22,9.69,few clouds,0.0,0
Vaitape,PF,-16.52,-151.75,80.78,81,48,11.99,scattered clouds,0.0,0
Mani,CO,4.82,-72.29,80.85,79,73,4.79,light rain,0.27,0
Ola,RU,59.58,151.28,46.15,88,85,1.28,overcast clouds,0.0,0
Bo Rai,TH,12.57,102.54,75.92,92,99,4.45,light rain,0.81,0
Urusha,RU,54.05,122.9,54.41,95,87,2.53,overcast clouds,0.0,0
Atar,MR,20.52,-13.05,114.1,6,44,7.4,scattered clouds,0.0,0
Fomboni,KM,-12.28,43.74,76.95,71,1,14.05,clear sky,0.0,0
